,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_fit_intercept,param_l1_ratio,param_max_iter,param_normalize,param_tol,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
42,0.0025667667388916014,0.0003654503560935857,0.0017826080322265625,0.00023204355197911877,1.0,True,0.05,1000000,True,0.01,"{'alpha': 1.0, 'fit_intercept': True, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': True, 'tol': 0.01}",-0.14959913306333014,-0.18087997415429805,-0.16808681125671734,-0.14697250562176317,-0.15360115997588267,-0.15982791681439826,0.012806721440990593,19,-0.001183721282503658,-3.4395132217035496e-05,-0.001649665256284072,-0.0130894240665822,-0.0007971922203249271,-0.0033508795915823788,0.004897965745125513,19
43,0.002670097351074219,0.0003919681028500138,0.001814556121826172,0.0002649770573280718,1.0,True,0.05,1000000,True,0.001,"{'alpha': 1.0, 'fit_intercept': True, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': True, 'tol': 0.001}",-0.14959913306333014,-0.18087997415429805,-0.16808681125671734,-0.14697250562176317,-0.15360115997588267,-0.15982791681439826,0.012806721440990593,19,-0.001183721282503658,-3.4395132217035496e-05,-0.001649665256284072,-0.0130894240665822,-0.0007971922203249271,-0.0033508795915823788,0.004897965745125513,19
44,0.0026305675506591796,0.0004026391787362622,0.0019292831420898438,0.00026883667093229404,1.0,True,0.05,1000000,True,0.0001,"{'alpha': 1.0, 'fit_intercept': True, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': True, 'tol': 0.0001}",-0.14959913306333014,-0.18087997415429805,-0.16808681125671734,-0.14697250562176317,-0.15360115997588267,-0.15982791681439826,0.012806721440990593,19,-0.001183721282503658,-3.4395132217035496e-05,-0.001649665256284072,-0.0130894240665822,-0.0007971922203249271,-0.0033508795915823788,0.004897965745125513,19
45,0.002278900146484375,0.00015201532706071117,0.0017170906066894531,9.245699122959099e-05,1.0,True,0.05,1000000,False,0.01,"{'alpha': 1.0, 'fit_intercept': True, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': False, 'tol': 0.01}",-0.02896790236009154,-0.03918800317814718,-0.037786413286817574,-0.0315075838857339,-0.03236445563053504,-0.033962871668265046,0.0038847023082517126,10,0.8061339548649182,0.7833405757717121,0.7748261869149841,0.7828165215154291,0.789127527891948,0.7872489533917982,0.01048255043097488,10
46,0.002365303039550781,0.00014187186848444583,0.0016823768615722655,0.00010955707026898412,1.0,True,0.05,1000000,False,0.001,"{'alpha': 1.0, 'fit_intercept': True, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': False, 'tol': 0.001}",-0.028993198552622525,-0.039257609770948984,-0.03782692266414993,-0.03155580653462618,-0.03242331798325674,-0.034011371101120874,0.003893975338463713,12,0.8059646615297641,0.7829557405390932,0.7745847866293737,0.7824841201905244,0.7887440068473113,0.7869466631472133,0.010522095331269325,12
47,0.002678585052490234,0.0003808375544421973,0.002142333984375,0.0006572342675895544,1.0,True,0.05,1000000,False,0.0001,"{'alpha': 1.0, 'fit_intercept': True, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': False, 'tol': 0.0001}",-0.02899051472038062,-0.0392494555133195,-0.03782260176010011,-0.0315498210539885,-0.03241686810850925,-0.03400585223125959,0.0038929043753897614,11,0.8059826229249689,0.7830008231312064,0.7746105354199109,0.7825253784320324,0.7887860313771942,0.7869810782570625,0.010517058309392374,11
48,0.002733278274536133,0.0006981482963170177,0.0018977642059326172,0.0003626314892903094,10,False,0.04,1000000,True,0.01,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.04, 'max_iter': 1000000, 'normalize': True, 'tol': 0.01}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.95182642234005,-144.94515671836618,-144.74989192612944,0.4077250855145289,43,-969.2844320413742,-799.589517132748,-863.4584406091249,-991.2677190987902,-943.3985051444419,-913.3997228052958,71.4609643058661,43
49,0.0028781890869140625,0.0007443235591573077,0.0027568817138671877,0.0011432738672899467,10,False,0.04,1000000,True,0.001,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.04, 'max_iter': 1000000, 'normalize': True, 'tol': 0.001}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.95182726133925,-144.94515671836618,-144.74989209392925,0.40772475706953965,47,-969.2844320413742,-799.589517132748,-863.4584406091249,-991.2677248820571,-943.3985051444419,-913.3997239619491,71.46096556622251,47
50,0.002403879165649414,0.00045835001963758035,0.0020276546478271485,0.0005300519491279575,10,False,0.04,1000000,True,0.0001,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.04, 'max_iter': 1000000, 'normalize': True, 'tol': 0.0001}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.95182682257524,-144.94515671836618,-144.74989200617648,0.40772492883351485,45,-969.2844320413742,-799.589517132748,-863.4584406091249,-991.267721857633,-943.3985051444419,-913.3997233570642,71.46096490710502,45
51,0.0024731636047363283,0.0006426310763875054,0.0019640445709228514,0.00041865684443888817,10,False,0.04,1000000,False,0.01,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.04, 'max_iter': 1000000, 'normalize': False, 'tol': 0.01}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.95182642234005,-144.94515671836618,-144.74989192612944,0.4077250855145289,43,-969.2844320413742,-799.589517132748,-863.4584406091249,-991.2677190987902,-943.3985051444419,-913.3997228052958,71.4609643058661,43
52,0.0020143985748291016,0.00013923440892539148,0.001775979995727539,0.00020025014762355204,10,False,0.04,1000000,False,0.001,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.04, 'max_iter': 1000000, 'normalize': False, 'tol': 0.001}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.95182726133925,-144.94515671836618,-144.74989209392925,0.40772475706953965,47,-969.2844320413742,-799.589517132748,-863.4584406091249,-991.2677248820571,-943.3985051444419,-913.3997239619491,71.46096556622251,47
53,0.0019950389862060545,0.00011330210787491594,0.0017927169799804687,0.00020301755143832238,10,False,0.04,1000000,False,0.0001,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.04, 'max_iter': 1000000, 'normalize': False, 'tol': 0.0001}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.95182682257524,-144.94515671836618,-144.74989200617648,0.40772492883351485,45,-969.2844320413742,-799.589517132748,-863.4584406091249,-991.267721857633,-943.3985051444419,-913.3997233570642,71.46096490710502,45
54,0.002294015884399414,0.0003671275281137621,0.0017566680908203125,0.00013300825295111925,10,False,0.05,1000000,True,0.01,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': True, 'tol': 0.01}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.9032388139433,-144.943252591833,-144.73979357914342,0.42658218334099246,37,-969.2844320413742,-799.589517132748,-863.4584406091249,-990.9328020882976,-943.3860986984987,-913.3302581140088,71.38701885444196,37
55,0.0023218631744384766,0.0005092551779189319,0.002035188674926758,0.0005101195003938899,10,False,0.05,1000000,True,0.001,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': True, 'tol': 0.001}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.9032388139433,-144.943252591833,-144.73979357914342,0.42658218334099246,37,-969.2844320413742,-799.589517132748,-863.4584406091249,-990.9328020882976,-943.3860986984987,-913.3302581140088,71.38701885444196,37
56,0.0023478031158447265,0.0005900224420264137,0.0019115447998046876,0.00032358394411780277,10,False,0.05,1000000,True,0.0001,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': True, 'tol': 0.0001}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.9032388139433,-144.943252591833,-144.73979357914342,0.42658218334099246,37,-969.2844320413742,-799.589517132748,-863.4584406091249,-990.9328020882976,-943.3860986984987,-913.3302581140088,71.38701885444196,37
57,0.002055644989013672,0.00031433425914418006,0.0016559600830078126,0.0001392752776159352,10,False,0.05,1000000,False,0.01,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': False, 'tol': 0.01}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.9032388139433,-144.943252591833,-144.73979357914342,0.42658218334099246,37,-969.2844320413742,-799.589517132748,-863.4584406091249,-990.9328020882976,-943.3860986984987,-913.3302581140088,71.38701885444196,37
58,0.001993131637573242,6.897336999797978e-05,0.0018402576446533204,0.000309412228364473,10,False,0.05,1000000,False,0.001,"{'alpha': 10, 'fit_intercept': False, 'l1_ratio': 0.05, 'max_iter': 1000000, 'normalize': False, 'tol': 0.001}",-144.98209147097916,-144.80563055836458,-145.06475446059713,-143.9032388139433,-144.943252591833,-144.73979357914342,0.42658218334099246,37,-969.2844320413742,-799.589517132748,-863.4584406091249,-990.9328020882976,-943.3860986984987,-913.3302581140088,71.38701885444196,37
